NtsbNo,WeatherCondition,TimeOfDay,Investigation.Type,Event.Date,Air.carrier,Organizational Climate,Personnel Conditions,Supervisory Conditions,Operator Conditions,Unsafe Conditions,Fin_Quarter,Operating Expense per RTM,Operating Revenues_QoQ_pct,"Employment, Total Weighted Avg CY_QoQ_pct",merged_air_crash_data_weather.sky_cond_nonceil
CHI04LA033,VMC,Evening,Accident,11/12/2003,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,2.28,-1.552670289,-2.675916749,
DEN04IA024,VMC,Afternoon,Incident,11/10/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.2,-6.891766624,-2.454303755,
DEN04LA019,VMC,Afternoon,Accident,11/1/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.2,-6.891766624,-2.454303755,
MIA04LA004,VMC,Evening,Accident,10/16/2003,AIRTRAN AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.16,0.638489717,0.664388762,
DEN04IA012,VMC,Morning,Incident,10/12/2003,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.75,3.03266953,5.748663102,
NYC04CA003,VMC,Afternoon,Accident,10/4/2003,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.5,-1.507713873,0.79190379,
SEA04IA010,VMC,Morning,Incident,10/2/2003,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.75,3.03266953,5.748663102,
NYC03LA208,VMC,Morning,Accident,9/27/2003,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.37,0.250825522,-1.217151494,
LAX03LA295,VMC,Afternoon,Accident,9/21/2003,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,,0,0,
NYC03LA199,VMC,Evening,Accident,9/12/2003,PIEDMONT AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,,0,0,
NYC03FA186,VMC,Morning,Accident,9/2/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.19,6.485959603,-6.801804374,
MIA03IA168,VMC,Morning,Incident,8/24/2003,DELTA AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Mental State,Skill-based Errors,3,1.4,4.658124561,0.375285729,
DEN03IA147,VMC,Evening,Incident,8/23/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.14,23.81058924,-7.6908918,
CHI03LA276,VMC,Evening,Accident,8/19/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.19,6.485959603,-6.801804374,
NYC03LA177,VMC,Afternoon,Accident,8/16/2003,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.37,0.250825522,-1.217151494,
ATL03IA126,VMC,Afternoon,Incident,8/13/2003,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.42,8.053182612,2.652762532,
DEN03LA142,IMC,Afternoon,Accident,8/7/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.19,6.485959603,-6.801804374,
MIA03LA155,VMC,Evening,Accident,8/3/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Supervisory Violations,Mental Limitations,Routine Violations,3,1.19,6.485959603,-6.801804374,
ATL03LA124,VMC,Afternoon,Accident,8/1/2003,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.4,4.658124561,0.375285729,
NYC03CA169,VMC,Afternoon,Accident,7/22/2003,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.94,11.38175988,-1.000360027,
CHI03LA237,VMC,Afternoon,Accident,7/17/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.14,23.81058924,-7.6908918,
NYC03LA135,VMC,Afternoon,Accident,6/24/2003,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.19,1.785050945,-1.894818252,
MIA03FA130,VMC,Morning,Accident,6/23/2003,DELTA AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.51,5.129710943,-5.465159407,
LAX03IA199,VMC,Evening,Incident,6/13/2003,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.89,2.571348656,-2.365839585,
LAX03LA193,VMC,Evening,Accident,6/12/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.32,5.067761411,-6.333568663,
DEN03IA101,VMC,Morning,Incident,6/10/2003,TWA,Culture,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.1,23.43668362,3.431413877,
LAX03LA181,VMC,Afternoon,Accident,6/5/2003,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Supervisory Violations,Mental Limitations,Routine Violations,2,0.97,9.712622243,-4.682070883,
DEN03LA094,VMC,Evening,Accident,6/2/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.18,-2.331768801,-7.352773988,
FTW03MA160,IMC,Evening,Accident,5/24/2003,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.66,3.210416939,-0.09828138,
LAX03LA167,VMC,Afternoon,Accident,5/20/2003,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.97,9.712622243,-4.682070883,
NYC03LA104,VMC,Afternoon,Accident,5/7/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.18,-2.331768801,-7.352773988,
NYC03LA101,VMC,Afternoon,Accident,5/7/2003,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.47,53.86067736,36.45607179,
DEN03FA070,VMC,Afternoon,Accident,4/22/2003,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Routine Violations,2,1.51,5.129710943,-5.465159407,
CHI03LA113,IMC,Afternoon,Accident,4/21/2003,UNITED AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.18,-2.331768801,-7.352773988,
DEN03IA067,VMC,Morning,Incident,4/17/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.18,-2.331768801,-7.352773988,
FTW03LA132,VMC,Morning,Accident,4/16/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.32,5.067761411,-6.333568663,
LAX03IA137,VMC,Afternoon,Incident,4/10/2003,FED EX,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.66,3.210416939,-0.09828138,
FTW03LA121,VMC,Morning,Accident,4/6/2003,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.32,5.067761411,-6.333568663,
DEN03LA063,VMC,Evening,Accident,4/5/2003,FRONTIER AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.17,20.12413293,6.377642422,
CHI03IA097,VMC,Afternoon,Incident,4/1/2003,UNITED AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.18,-2.331768801,-7.352773988,
NYC03FA067,VMC,Evening,Accident,3/26/2003,AIR TRAN AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.26,3.86123295,3.814013285,
DEN03IA054,IMC,Evening,Incident,3/16/2003,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.08,0,0,
MIA03LA055,VMC,Evening,Accident,2/8/2003,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.77,-6.723621348,-1.423125794,
CHI03IA055,IMC,Morning,Incident,1/16/2003,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,0.81,24.55063597,7.497291441,
DEN03IA033,VMC,Evening,Incident,1/11/2003,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.32,-7.778543517,-9.447947497,
NYC03FA035,IMC,Afternoon,Accident,1/6/2003,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,1,2.43,42.20285461,15.77597264,
NYC03LA016,VMC,Afternoon,Accident,11/9/2002,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.3,-7.324132577,-2.28308201,
ANC03IA001,VMC,Evening,Incident,10/9/2002,NORTHWEST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.21,-9.583597693,-2.819277643,
MIA02IA167,VMC,Evening,Incident,9/13/2002,AMERICAN AIRLINES,Safety Climate,,,Mental Limitations,Skill-based Errors,3,1.41,0.411831996,1.362976889,
LAX02FA266,VMC,Evening,Accident,8/28/2002,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1,-4.350703138,1.862489121,
NYC02LA146,VMC,Morning,Accident,7/21/2002,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,2.5,4.657243308,-0.215716487,
MIA02LA134,VMC,Morning,Accident,7/16/2002,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,2.5,4.657243308,-0.215716487,
FTW02LA199,VMC,Morning,Accident,7/2/2002,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.17,-1.103205407,0.903462509,
CHI02LA170,VMC,Evening,Accident,6/16/2002,VANGUARD AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.58,29.62254782,11.88811189,
DCA02MA039,IMC,Afternoon,Accident,6/3/2002,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.67,3.630572931,-0.553681337,
ATL02FA113,VMC,Evening,Accident,6/2/2002,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,2,23.1358929,4.76741495,
DCA02MA042,VMC,Afternoon,Accident,6/2/2002,FED EX,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.67,3.630572931,-0.553681337,
SEA02IA092,VMC,Morning,Incident,5/31/2002,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.67,3.630572931,-0.553681337,
ATL02LA111,VMC,Afternoon,Accident,5/29/2002,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.18,10.33066997,-0.710350166,
CHI02LA128,VMC,Evening,Accident,5/11/2002,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.81,5.013682378,4.132231405,
MIA02IA094,VMC,Afternoon,Incident,5/8/2002,RYAN INTERNATIONAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,0.78,-30.10641892,-23.1277533,
LAX02LA138,VMC,Morning,Accident,4/15/2002,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.97,12.15381249,1.349345875,
DCA02MA029,VMC,Evening,Accident,3/22/2002,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.05,7.12851088,-1.657049195,
FTW02IA097,VMC,Morning,Incident,3/14/2002,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,,0,0,
SEA02IA044,VMC,Evening,Incident,3/1/2002,HORIZON AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,3.11,9.592647439,-2.506408431,
CHI02IA083,VMC,Morning,Incident,2/27/2002,COMAIR,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,,0,0,
ANC02LA008,IMC,Morning,Accident,12/28/2001,EVERGREEN INTERNATIONAL AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,4,1.05,-26.40510278,-10.49180328,
CHI02IA050,VMC,Afternoon,Incident,12/13/2001,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.32,-28.61836212,-11.20412106,
FTW02IA027,VMC,Morning,Incident,11/2/2001,AMERICA WEST AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.52,-18.27640399,-11.14516129,
NYC02LA023,IMC,Evening,Accident,11/1/2001,COLGAN AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,,0,0,
IAD02LA007,VMC,Evening,Accident,10/29/2001,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.55,-21.35504569,-10.79151421,
NYC02LA013,VMC,Evening,Accident,10/16/2001,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,,0,0,
NYC02LA008,VMC,Evening,Accident,10/13/2001,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.29,-22.64570792,-13.72819433,
DCA01MA060,,Morning,Accident,9/11/2001,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.46,-79.22270608,-0.379577321,
DCA01MA063,,Evening,Accident,9/11/2001,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.66,-78.16839002,0.091477993,
DCA01MA064,,Evening,Accident,9/11/2001,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.46,-79.22270608,-0.379577321,
DCA01MA065,,Evening,Accident,9/11/2001,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.66,-78.16839002,0.091477993,
SEA01IA161,VMC,Afternoon,Incident,8/28/2001,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,3.07,-75.86679273,-3.558249868,
MIA01LA224,VMC,Evening,Accident,8/20/2001,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.13,-79.10140746,-0.553372363,
CHI01FA270,VMC,Evening,Accident,8/9/2001,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,3.836927865,2.694000652,
CHI01IA211,VMC,Evening,Incident,7/12/2001,TWA,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.06,3.836927865,2.694000652,
MIA01LA146,VMC,Morning,Accident,5/28/2001,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.78,322.9220042,-0.297551447,
MIA01LA131,IMC,Afternoon,Accident,4/26/2001,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,2,4.94,16.63136611,2.194216271,
NYC01IA107,VMC,Evening,Incident,4/25/2001,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.18,309.1364253,-0.293042067,
SEA01FA059,VMC,Morning,Accident,3/6/2001,HORIZON AIRLINES,Structure,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,3.43,-5.087268803,0.677612718,
LAX01LA105,VMC,Evening,Accident,2/25/2001,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.08,0,0,
CHI01IA124,VMC,Morning,Incident,2/19/2001,TWA,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.2,-2.416963994,1.384733738,
CHI01IA073,VMC,Afternoon,Incident,1/25/2001,COMAIR,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,1,,0,0,
FTW01IA051,IMC,Morning,Incident,1/10/2001,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,4.32,-0.125575501,1.845060738,
CHI01LA066,VMC,Afternoon,Accident,1/8/2001,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,,0,0,
LAX01IA073,VMC,Afternoon,Incident,1/5/2001,EVERGREEN INTERNATIONAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.1,-6.895072451,-0.715421304,
NYC01IA072,VMC,Morning,Incident,1/3/2001,COMAIR,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,,0,0,
MIA01IA051,VMC,Evening,Incident,12/26/2000,COMAIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,,0,0,
IAD01IA017,IMC,Evening,Incident,11/29/2000,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,4,1.33,-8.353427771,0.812804578,
IAD01IA019,VMC,Morning,Incident,11/25/2000,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.83,2.70978678,1.262587797,
MIA01LA030,VMC,Evening,Accident,11/20/2000,DELTA AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,4,1.19,-8.040104689,0.152846771,
ANC01LA018,VMC,Afternoon,Accident,11/13/2000,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.54,-11.45517447,3.135366506,
CHI01LA033,VMC,Evening,Accident,11/8/2000,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,2.49,-8.211769329,-5.304212168,
ATL01IA001,VMC,Afternoon,Incident,10/1/2000,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.21,-6.98372153,0.834197147,
MIA00LA271,VMC,Morning,Accident,9/26/2000,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.16,4.315948853,1.021643301,
MIA00LA267,VMC,Evening,Accident,9/20/2000,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.05,1.63019296,0.825582035,
